system:index,B3_max,B3_mean,B3_median,B3_min,B3_p5,B3_p95,B3_stdDev,B4_max,B4_mean,B4_median,B4_min,B4_p5,B4_p95,B4_stdDev,B5_max,B5_mean,B5_median,B5_min,B5_p5,B5_p95,B5_stdDev,B6_max,B6_mean,B6_median,B6_min,B6_p5,B6_p95,B6_stdDev,B7_max,B7_mean,B7_median,B7_min,B7_p5,B7_p95,B7_stdDev,B8_max,B8_mean,B8_median,B8_min,B8_p5,B8_p95,B8_stdDev,census_date,country_iso3,latitude_of_centre,longitude_of_centre,plot_area,plot_id,plot_shape,wetmonths_era,.geo
00000000000000000166_0_0,1152,812.8,763.0,612,647.0,1010.0,136.67261775661,1334,900.4222222222222,818.0,631,667.0,1262.0,212.42729358942657,1850,1338.1555555555556,1302.0,1060,1092.0,1685.0,205.15717070421434,2892,2042.111111111111,1993.0,1506,1797.0,2637.0,259.3459484697118,3388,2310.6,2254.0,1689,2003.0,2998.0,320.7154779205052,3438,2363.688888888889,2282.0,1556,2078.0,3024.0,310.09997113635023,2014,MOZ,-23.186956,32.558806,0.125663706143592,MAR_397,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000167_0_0,1422,1011.0869565217391,977.0,806,841.0,1324.0,148.1802407303726,1748,1252.4347826086957,1171.0,965,983.0,1672.0,232.56477846285006,2313,1679.9565217391305,1625.0,1388,1419.0,2056.0,215.89097052243574,2735,2251.304347826087,2203.0,1982,2085.0,2702.0,169.5068126840743,3057,2497.478260869565,2458.5,2212,2290.0,2947.0,196.31371733622396,3120,2580.3478260869565,2542.0,2289,2376.0,2986.0,174.94399319823475,2014,MOZ,-23.184135,32.536364,0.125663706143592,MAR_398,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000168_0_0,1152,812.8,763.0,612,647.0,1010.0,136.67261775661,1334,900.4222222222222,818.0,631,667.0,1262.0,212.42729358942657,1850,1338.1555555555556,1302.0,1060,1092.0,1685.0,205.15717070421434,2892,2042.111111111111,1993.0,1506,1797.0,2637.0,259.3459484697118,3388,2310.6,2254.0,1689,2003.0,2998.0,320.7154779205052,3438,2363.688888888889,2282.0,1556,2078.0,3024.0,310.09997113635023,2014,MOZ,-23.182095,32.549238,0.125663706143592,MAR_399,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000169_0_0,1152,812.8,763.0,612,647.0,1010.0,136.67261775661,1334,900.4222222222222,818.0,631,667.0,1262.0,212.42729358942657,1850,1338.1555555555556,1302.0,1060,1092.0,1685.0,205.15717070421434,2892,2042.111111111111,1993.0,1506,1797.0,2637.0,259.3459484697118,3388,2310.6,2254.0,1689,2003.0,2998.0,320.7154779205052,3438,2363.688888888889,2282.0,1556,2078.0,3024.0,310.09997113635023,2014,MOZ,-23.180134,32.543848,0.125663706143592,MAR_400,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016a_0_0,1422,1011.0869565217391,977.0,806,841.0,1324.0,148.1802407303726,1748,1252.4347826086957,1171.0,965,983.0,1672.0,232.56477846285006,2313,1679.9565217391305,1625.0,1388,1419.0,2056.0,215.89097052243574,2735,2251.304347826087,2203.0,1982,2085.0,2702.0,169.5068126840743,3057,2497.478260869565,2458.5,2212,2290.0,2947.0,196.31371733622396,3120,2580.3478260869565,2542.0,2289,2376.0,2986.0,174.94399319823475,2014,MOZ,-23.17537,32.541338,0.125663706143592,MAR_401,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016b_0_0,1422,1011.0869565217391,977.0,806,841.0,1324.0,148.1802407303726,1748,1252.4347826086957,1171.0,965,983.0,1672.0,232.56477846285006,2313,1679.9565217391305,1625.0,1388,1419.0,2056.0,215.89097052243574,2735,2251.304347826087,2203.0,1982,2085.0,2702.0,169.5068126840743,3057,2497.478260869565,2458.5,2212,2290.0,2947.0,196.31371733622396,3120,2580.3478260869565,2542.0,2289,2376.0,2986.0,174.94399319823475,2014,MOZ,-23.174209,32.533937,0.125663706143592,MAR_402,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016c_0_0,1422,1011.0869565217391,977.0,806,841.0,1324.0,148.1802407303726,1748,1252.4347826086957,1171.0,965,983.0,1672.0,232.56477846285006,2313,1679.9565217391305,1625.0,1388,1419.0,2056.0,215.89097052243574,2735,2251.304347826087,2203.0,1982,2085.0,2702.0,169.5068126840743,3057,2497.478260869565,2458.5,2212,2290.0,2947.0,196.31371733622396,3120,2580.3478260869565,2542.0,2289,2376.0,2986.0,174.94399319823475,2014,MOZ,-23.174158,32.540356,0.125663706143592,MAR_403,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016d_0_0,1422,1011.0869565217391,977.0,806,841.0,1324.0,148.1802407303726,1748,1252.4347826086957,1171.0,965,983.0,1672.0,232.56477846285006,2313,1679.9565217391305,1625.0,1388,1419.0,2056.0,215.89097052243574,2735,2251.304347826087,2203.0,1982,2085.0,2702.0,169.5068126840743,3057,2497.478260869565,2458.5,2212,2290.0,2947.0,196.31371733622396,3120,2580.3478260869565,2542.0,2289,2376.0,2986.0,174.94399319823475,2014,MOZ,-23.171873,32.539858,0.125663706143592,MAR_404,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000136_0_0,1558,811.6734693877551,822.0,452,611.0,1030.0,173.14808900099945,1998,935.9387755102041,936.0,421,671.0,1232.0,245.2807144979463,2181,1264.8775510204082,1283.0,700,1009.0,1566.0,224.00479519767734,2691,1929.5102040816328,1874.0,1317,1512.0,2632.0,329.4809847072087,3196,2187.7755102040815,2165.0,1479,1679.0,3097.0,402.1095528105172,3250,2324.8571428571427,2336.0,1456,1916.0,2918.0,336.64903301297545,2014,MOZ,-23.383115,32.718211,0.196349540849362,MAR_348,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013a_0_0,2006,690.7083333333334,625.0,470,487.0,881.0,273.3982868708012,2688,705.6041666666666,580.5,374,409.0,1036.0,399.2995293627399,3102,1136.2916666666667,1058.5,780,845.0,1407.0,381.2087113343846,4425,1974.2916666666667,1871.5,1506,1560.0,2691.0,473.8692663564731,4870,2269.5416666666665,2114.0,1667,1809.0,3083.0,529.6297039100891,4164,2332.5833333333335,2280.0,1408,1884.0,3124.0,433.6244454850557,2014,MOZ,-23.379055,32.729541,0.196349540849362,MAR_352,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013e_0_0,2006,690.7083333333334,625.0,470,487.0,881.0,273.3982868708012,2688,705.6041666666666,580.5,374,409.0,1036.0,399.2995293627399,3102,1136.2916666666667,1058.5,780,845.0,1407.0,381.2087113343846,4425,1974.2916666666667,1871.5,1506,1560.0,2691.0,473.8692663564731,4870,2269.5416666666665,2114.0,1667,1809.0,3083.0,529.6297039100891,4164,2332.5833333333335,2280.0,1408,1884.0,3124.0,433.6244454850557,2014,MOZ,-23.375182,32.721134,0.196349540849362,MAR_356,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000143_0_0,1558,811.6734693877551,822.0,452,611.0,1030.0,173.14808900099945,1998,935.9387755102041,936.0,421,671.0,1232.0,245.2807144979463,2181,1264.8775510204082,1283.0,700,1009.0,1566.0,224.00479519767734,2691,1929.5102040816328,1874.0,1317,1512.0,2632.0,329.4809847072087,3196,2187.7755102040815,2165.0,1479,1679.0,3097.0,402.1095528105172,3250,2324.8571428571427,2336.0,1456,1916.0,2918.0,336.64903301297545,2014,MOZ,-23.370989,32.707364,0.196349540849362,MAR_362,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000144_0_0,1558,811.6734693877551,822.0,452,611.0,1030.0,173.14808900099945,1998,935.9387755102041,936.0,421,671.0,1232.0,245.2807144979463,2181,1264.8775510204082,1283.0,700,1009.0,1566.0,224.00479519767734,2691,1929.5102040816328,1874.0,1317,1512.0,2632.0,329.4809847072087,3196,2187.7755102040815,2165.0,1479,1679.0,3097.0,402.1095528105172,3250,2324.8571428571427,2336.0,1456,1916.0,2918.0,336.64903301297545,2014,MOZ,-23.370799,32.676795,0.196349540849362,MAR_363,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014a_0_0,1558,811.6734693877551,822.0,452,611.0,1030.0,173.14808900099945,1998,935.9387755102041,936.0,421,671.0,1232.0,245.2807144979463,2181,1264.8775510204082,1283.0,700,1009.0,1566.0,224.00479519767734,2691,1929.5102040816328,1874.0,1317,1512.0,2632.0,329.4809847072087,3196,2187.7755102040815,2165.0,1479,1679.0,3097.0,402.1095528105172,3250,2324.8571428571427,2336.0,1456,1916.0,2918.0,336.64903301297545,2014,MOZ,-23.36394,32.667614,0.196349540849362,MAR_369,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014b_0_0,1558,811.6734693877551,822.0,452,611.0,1030.0,173.14808900099945,1998,935.9387755102041,936.0,421,671.0,1232.0,245.2807144979463,2181,1264.8775510204082,1283.0,700,1009.0,1566.0,224.00479519767734,2691,1929.5102040816328,1874.0,1317,1512.0,2632.0,329.4809847072087,3196,2187.7755102040815,2165.0,1479,1679.0,3097.0,402.1095528105172,3250,2324.8571428571427,2336.0,1456,1916.0,2918.0,336.64903301297545,2014,MOZ,-23.363916,32.669909,0.196349540849362,MAR_370,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014e_0_0,1558,811.6734693877551,822.0,452,611.0,1030.0,173.14808900099945,1998,935.9387755102041,936.0,421,671.0,1232.0,245.2807144979463,2181,1264.8775510204082,1283.0,700,1009.0,1566.0,224.00479519767734,2691,1929.5102040816328,1874.0,1317,1512.0,2632.0,329.4809847072087,3196,2187.7755102040815,2165.0,1479,1679.0,3097.0,402.1095528105172,3250,2324.8571428571427,2336.0,1456,1916.0,2918.0,336.64903301297545,2014,MOZ,-23.357613,32.673149,0.196349540849362,MAR_373,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014f_0_0,1558,811.6734693877551,822.0,452,611.0,1030.0,173.14808900099945,1998,935.9387755102041,936.0,421,671.0,1232.0,245.2807144979463,2181,1264.8775510204082,1283.0,700,1009.0,1566.0,224.00479519767734,2691,1929.5102040816328,1874.0,1317,1512.0,2632.0,329.4809847072087,3196,2187.7755102040815,2165.0,1479,1679.0,3097.0,402.1095528105172,3250,2324.8571428571427,2336.0,1456,1916.0,2918.0,336.64903301297545,2014,MOZ,-23.35535,32.690966,0.196349540849362,MAR_374,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000152_0_0,1558,811.6734693877551,822.0,452,611.0,1030.0,173.14808900099945,1998,935.9387755102041,936.0,421,671.0,1232.0,245.2807144979463,2181,1264.8775510204082,1283.0,700,1009.0,1566.0,224.00479519767734,2691,1929.5102040816328,1874.0,1317,1512.0,2632.0,329.4809847072087,3196,2187.7755102040815,2165.0,1479,1679.0,3097.0,402.1095528105172,3250,2324.8571428571427,2336.0,1456,1916.0,2918.0,336.64903301297545,2014,MOZ,-23.347324,32.692808,0.196349540849362,MAR_377,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000155_0_0,1558,811.6734693877551,822.0,452,611.0,1030.0,173.14808900099945,1998,935.9387755102041,936.0,421,671.0,1232.0,245.2807144979463,2181,1264.8775510204082,1283.0,700,1009.0,1566.0,224.00479519767734,2691,1929.5102040816328,1874.0,1317,1512.0,2632.0,329.4809847072087,3196,2187.7755102040815,2165.0,1479,1679.0,3097.0,402.1095528105172,3250,2324.8571428571427,2336.0,1456,1916.0,2918.0,336.64903301297545,2014,MOZ,-23.339742,32.698212,0.196349540849362,MAR_380,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000156_0_0,1558,811.6734693877551,822.0,452,611.0,1030.0,173.14808900099945,1998,935.9387755102041,936.0,421,671.0,1232.0,245.2807144979463,2181,1264.8775510204082,1283.0,700,1009.0,1566.0,224.00479519767734,2691,1929.5102040816328,1874.0,1317,1512.0,2632.0,329.4809847072087,3196,2187.7755102040815,2165.0,1479,1679.0,3097.0,402.1095528105172,3250,2324.8571428571427,2336.0,1456,1916.0,2918.0,336.64903301297545,2014,MOZ,-23.332828,32.711598,0.196349540849362,MAR_381,circle,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
